published_at,platform,organic_or_paid,campaign,video_id,audience,pillar,concept,hook_variant,duration_seconds,cta,spend_usd,impressions,reach,views_2s,views_3s,views_6s,completions,likes,comments,shares,saves,profile_visits,link_clicks,conversion_event,conversions,window_hours,notes

